0.050000	0.000000
0.100000	0.000000
0.150000	0.000000
0.200000	0.000000
0.250000	0.000000
0.300000	0.000000
0.350000	0.000000
0.400000	0.000000
0.450000	0.000000
0.500000	0.000000
0.550000	0.000000
0.600000	0.000000
0.650000	0.000000
0.700000	0.000000
0.750000	0.000000
0.800000	3.295468
0.850000	43.439466
0.900000	79.225507
0.950000	57.351614
1.000000	34.407538
1.050000	19.080864
1.100000	13.894683
1.150000	10.118627
1.200000	9.359235
1.250000	8.578378
1.300000	9.251787
1.350000	9.890890
1.400000	12.046438
1.450000	14.590190
1.500000	17.503368
1.550000	21.167545
1.600000	22.352164
1.650000	23.006185
1.700000	23.858437
1.750000	23.992321
1.800000	22.263461
1.850000	20.329605
1.900000	17.616815
1.950000	15.548232
2.000000	13.571596
2.050000	13.271186
2.100000	13.064573
2.150000	14.013434
2.200000	15.276694
2.250000	16.778984
2.300000	17.490958
2.350000	18.808938
2.400000	20.415942
2.450000	20.203497
2.500000	19.329682
2.550000	18.989308
2.600000	18.401668
2.650000	17.401630
2.700000	17.001183
2.750000	16.410603
2.800000	15.825004
2.850000	15.810601
2.900000	15.423785
2.950000	15.647476
3.000000	16.296571
3.050000	16.930549
3.100000	17.425824
3.150000	18.189269
3.200000	18.027492
3.250000	18.518558
3.300000	18.001024
3.350000	17.836843
3.400000	17.276351
3.450000	16.909344
3.500000	16.613643
3.550000	16.542998
3.600000	16.682123
3.650000	16.311801
3.700000	16.487256
3.750000	16.515804
3.800000	16.728764
3.850000	17.080546
3.900000	17.349452
3.950000	17.149160
4.000000	17.475363
4.050000	17.393145
4.100000	17.421277
4.150000	17.182367
4.200000	17.011488
4.250000	16.987450
4.300000	16.731650
4.350000	16.847073
4.400000	16.775087
4.450000	16.567480
4.500000	16.639334
4.550000	16.815859
4.600000	16.837680
4.650000	16.898238
4.700000	17.188726
4.750000	17.085229
4.800000	17.202004
4.850000	17.002166
4.900000	16.950444
4.950000	17.002221
5.000000	16.654383
