0.050000	0.000000
0.150000	0.000000
0.250000	0.000000
0.350000	0.000000
0.450000	0.000000
0.550000	0.000000
0.650000	0.000000
0.750000	0.000000
0.850000	2.727505
0.950000	10.410633
1.050000	9.784430
1.150000	7.621998
1.250000	5.270166
1.350000	4.404565
1.450000	3.888827
1.550000	3.836299
1.650000	4.186581
1.750000	4.504544
1.850000	5.256250
1.950000	5.271452
2.050000	5.176263
2.150000	5.251889
2.250000	4.633717
2.350000	4.636149
2.450000	4.450447
2.550000	4.471289
2.650000	4.482225
2.750000	4.679003
2.850000	4.752665
2.950000	4.731853
3.050000	4.863695
3.150000	4.659887
3.250000	4.687939
3.350000	4.472968
3.450000	4.502587
3.550000	4.625002
3.650000	4.545332
3.750000	4.578203
3.850000	4.699440
3.950000	4.631541
4.050000	4.592898
4.150000	4.618752
4.250000	4.583038
4.350000	4.488834
4.450000	4.542038
4.550000	4.496122
4.650000	4.603941
4.750000	4.543524
4.850000	4.569912
4.950000	4.591562
