0.050000	0.000000
0.150000	0.000000
0.250000	0.000000
0.350000	0.000000
0.450000	0.000000
0.550000	0.000000
0.650000	0.000000
0.750000	0.000075
0.850000	2.135531
0.950000	8.124002
1.050000	8.872403
1.150000	6.421745
1.250000	4.860338
1.350000	4.219182
1.450000	3.824173
1.550000	3.687433
1.650000	3.596697
1.750000	3.907626
1.850000	4.103279
1.950000	4.599001
2.050000	4.704175
2.150000	4.305277
2.250000	4.160690
2.350000	4.137874
2.450000	4.103299
2.550000	3.974019
2.650000	4.037340
2.750000	3.993828
2.850000	4.039615
2.950000	4.101309
3.050000	4.178560
3.150000	4.163648
3.250000	4.117142
3.350000	4.074622
3.450000	3.961011
3.550000	3.948742
3.650000	3.978624
3.750000	3.918302
3.850000	4.040617
3.950000	4.106901
4.050000	4.025724
4.150000	4.058708
4.250000	4.101254
4.350000	4.005266
4.450000	3.905328
4.550000	3.982471
4.650000	3.956408
4.750000	3.996422
4.850000	4.023024
4.950000	3.940694
