0.050000	0.000000
0.150000	0.000000
0.250000	0.000000
0.350000	0.000000
0.450000	0.000000
0.550000	0.000000
0.650000	0.000000
0.750000	0.000000
0.850000	0.808928
0.950000	2.557268
1.050000	3.522829
1.150000	3.175129
1.250000	3.012867
1.350000	2.256107
1.450000	2.300022
1.550000	1.751209
1.650000	1.880291
1.750000	1.631850
1.850000	1.930152
1.950000	1.802109
2.050000	1.815595
2.150000	1.900203
2.250000	1.929113
2.350000	1.940249
2.450000	1.834476
2.550000	1.558248
2.650000	1.794202
2.750000	1.651925
2.850000	1.816611
2.950000	1.841081
3.050000	1.760291
3.150000	1.794750
3.250000	1.732256
3.350000	1.829412
3.450000	1.666920
3.550000	1.733778
3.650000	1.800795
3.750000	1.661830
3.850000	1.743952
3.950000	1.708872
4.050000	1.747624
4.150000	1.769347
4.250000	1.672245
4.350000	1.806386
4.450000	1.660216
4.550000	1.761093
4.650000	1.714283
4.750000	1.699461
4.850000	1.638056
4.950000	1.725186
